radius_mean,perimeter_mean,"diagnosis(1=m, 0=b)",area_mean,radius_worst,perimeter_worst,area_worst,concavity_mean,concave points_mean,compactness_mean,concavity_worst,concave points_worst,compactness_worst
13.2,84.13,0,541.6,13.94,88.28,602.0,0.04336,0.01105,0.04524,0.2298,0.0497,0.1508
12.89,84.95,0,512.2,14.39,105.0,639.1,0.1374,0.0398,0.1346,0.7727,0.1561,0.5849
10.65,68.01,0,347.0,12.25,77.98,455.7,0.02379,0.01615,0.07234,0.1125,0.06136,0.1398
11.52,73.87,0,406.3,12.65,80.88,491.8,0.04328,0.02929,0.07808,0.1804,0.09608,0.1582
20.94,138.9,1,1364.0,25.58,165.3,2010.0,0.2712,0.131,0.1606,0.6991,0.2105,0.3172
11.5,73.28,0,407.4,12.97,83.12,508.9,0.02638,0.02069,0.05991,0.08105,0.06544,0.1049
19.73,130.7,1,1206.0,25.28,159.8,1933.0,0.2417,0.0974,0.1849,0.8489,0.2507,0.5955
17.3,113.0,1,928.2,19.85,130.9,1222.0,0.1266,0.08353,0.1041,0.3378,0.1857,0.2405
19.45,126.5,1,1169.0,25.7,163.1,1972.0,0.1379,0.08591,0.1188,0.4317,0.1999,0.3161
13.96,91.43,1,602.4,16.39,108.1,826.0,0.09789,0.05246,0.1279,0.3209,0.1374,0.3262
19.55,133.6,1,1207.0,25.05,178.6,1926.0,0.1784,0.1144,0.2063,0.4251,0.1941,0.5329
15.32,103.2,1,713.3,17.73,119.8,928.8,0.2448,0.1242,0.2284,0.4429,0.2229,0.4503
15.66,110.2,1,773.5,19.85,143.7,1226.0,0.3176,0.1377,0.3114,0.6181,0.2462,0.5172
15.53,103.7,1,744.9,18.49,126.3,1035.0,0.1751,0.08399,0.1639,0.5703,0.2014,0.5564
20.31,132.9,1,1288.0,24.33,162.3,1844.0,0.1519,0.09333,0.1088,0.3788,0.1697,0.2945
17.35,111.0,1,933.1,19.85,128.2,1218.0,0.02891,0.02837,0.0629,0.1211,0.08235,0.1486
17.29,114.4,1,947.8,20.39,137.9,1295.0,0.09697,0.07507,0.1273,0.2298,0.1528,0.2867
15.61,100.0,1,758.6,17.91,115.9,988.6,0.04209,0.02847,0.05616,0.226,0.08568,0.1807
17.19,111.6,1,928.3,21.58,140.5,1436.0,0.09061,0.06527,0.08995,0.3889,0.1984,0.2567
20.73,135.7,1,1419.0,32.49,214.0,3432.0,0.1367,0.08646,0.1143,0.3442,0.1659,0.2644
10.6,69.28,0,346.4,11.88,78.28,424.8,0.06387,0.02642,0.1147,0.1916,0.07926,0.2515
13.59,87.16,0,561.0,14.8,97.66,661.5,0.04072,0.02142,0.08259,0.1453,0.06189,0.173
12.87,82.38,0,512.2,13.9,89.27,597.5,0.039,0.01615,0.06219,0.1992,0.0578,0.1808
10.71,69.5,0,344.9,11.69,76.51,410.4,0.08448,0.02867,0.1289,0.2534,0.086,0.255
14.29,90.3,0,632.6,14.91,94.44,684.6,0.00725,0.00625,0.02675,0.03866,0.03333,0.05036
11.29,72.23,0,388.0,12.32,78.27,457.5,0.03265,0.02755,0.07608,0.1275,0.0875,0.1507
21.75,147.3,1,1491.0,28.19,195.9,2384.0,0.2195,0.1088,0.1961,0.5807,0.1841,0.4725
9.742,61.5,0,289.9,10.75,68.09,355.2,0.01103,0.01407,0.04689,0.04043,0.05159,0.0937
17.93,115.2,1,998.9,20.92,135.1,1320.0,0.05699,0.04744,0.07027,0.208,0.1136,0.1806
11.89,76.2,0,435.6,12.4,79.46,472.4,0.05929,0.07404,0.0721,0.07153,0.08946,0.08368
11.33,71.79,0,396.6,12.2,77.37,458.0,0.001487,0.003333,0.03872,0.004955,0.01111,0.07348
18.81,120.9,1,1102.0,19.96,129.0,1236.0,0.0802,0.05843,0.05884,0.221,0.1294,0.116
13.59,86.24,0,572.3,15.5,98.91,739.1,0.01997,0.01238,0.04052,0.106,0.05185,0.07622
13.85,88.99,0,587.4,14.98,98.37,670.0,0.04479,0.03711,0.07688,0.1456,0.09993,0.1724
19.16,126.2,1,1138.0,23.72,159.8,1724.0,0.1921,0.09664,0.1453,0.5754,0.1872,0.3841
11.74,74.24,0,427.3,13.31,84.7,533.7,0.02245,0.02763,0.0434,0.06735,0.0829,0.085
19.4,127.2,1,1145.0,23.79,152.4,1628.0,0.1626,0.09464,0.1442,0.4316,0.2252,0.3749
16.24,108.8,1,805.1,18.55,126.9,1031.0,0.1948,0.09052,0.1802,0.5026,0.1732,0.4706
12.89,84.08,0,516.6,13.9,92.12,595.6,0.1115,0.0339,0.0958,0.3344,0.1017,0.2317
12.58,79.83,0,489.0,13.5,85.56,564.1,0.00186,0.002924,0.04216,0.005579,0.008772,0.06624
11.94,77.87,0,441.0,13.24,92.2,546.1,0.06574,0.03791,0.1011,0.2365,0.1155,0.2813
12.89,81.89,0,515.9,13.62,87.4,577.0,0.0226,0.01171,0.03729,0.1186,0.05366,0.1147
11.26,73.72,0,394.1,11.86,78.27,437.6,0.09274,0.05588,0.1181,0.1546,0.09314,0.1843
11.37,72.17,0,396.0,12.36,79.29,459.3,0.02399,0.02173,0.05008,0.07529,0.06203,0.09708
14.41,96.03,0,651.0,15.77,101.7,767.3,0.1362,0.06602,0.1676,0.222,0.1021,0.2472
14.96,97.03,0,687.3,16.25,109.1,809.8,0.0594,0.04819,0.09823,0.1804,0.1489,0.303
12.95,83.14,0,513.7,13.74,88.81,585.4,0.06155,0.0337,0.07943,0.2241,0.1056,0.2068
11.85,75.54,0,432.7,13.06,84.35,517.8,0.02688,0.0228,0.05642,0.1316,0.0914,0.1758
12.72,81.78,0,492.1,13.5,88.54,553.7,0.01288,0.01924,0.08393,0.05233,0.06343,0.1472
13.77,88.06,0,582.7,14.67,94.17,661.1,0.01063,0.01917,0.06221,0.03732,0.05802,0.1072
10.91,69.14,0,363.7,11.37,72.42,392.2,0.01236,0.01369,0.04721,0.02884,0.03194,0.07506
11.76,75.0,1,431.1,13.36,85.1,553.6,0.02685,0.03515,0.05914,0.0612,0.0716,0.07974
14.26,91.22,0,633.1,16.22,105.8,819.7,0.02475,0.01374,0.0522,0.1565,0.0753,0.2167
10.51,66.85,0,334.2,10.93,70.1,362.7,0.02495,0.01875,0.06797,0.04158,0.03125,0.08614
19.53,129.5,1,1217.0,25.93,171.1,2053.0,0.2197,0.1062,0.1642,0.6121,0.198,0.4116
12.46,80.43,0,471.3,13.46,88.13,551.3,0.0683,0.03099,0.1014,0.1904,0.07625,0.2158
20.09,134.7,1,1247.0,23.68,158.8,1696.0,0.2283,0.128,0.1838,0.4932,0.1923,0.3391
10.49,66.86,0,334.3,11.06,70.76,375.4,0.02297,0.0178,0.06678,0.08423,0.06528,0.1044
11.46,73.59,0,403.1,12.68,82.69,489.8,0.03344,0.01502,0.07694,0.1226,0.05509,0.1789
11.6,74.23,0,417.2,12.44,81.39,476.5,0.01974,0.01313,0.05688,0.07239,0.04815,0.1361
13.2,84.07,0,537.3,14.41,92.0,636.9,0.001461,0.003261,0.05251,0.0112,0.025,0.1346
9.0,56.36,0,246.3,9.699,60.9,285.5,0.003681,0.003472,0.03116,0.01472,0.01389,0.05232
13.5,85.69,0,566.2,14.97,95.48,698.7,0.002758,0.004419,0.03614,0.01379,0.0221,0.05836
13.05,82.71,0,530.6,14.73,93.96,672.4,0.004559,0.008829,0.03735,0.01824,0.03532,0.05847
11.7,74.33,0,418.7,12.61,80.92,483.1,0.01583,0.01148,0.05253,0.07915,0.05741,0.1087
14.61,92.68,0,664.9,16.46,103.7,840.8,0.01447,0.01877,0.03515,0.04746,0.05813,0.07087
12.76,82.29,0,504.1,14.19,92.04,618.8,0.04052,0.02548,0.07948,0.1769,0.08411,0.2208
11.54,73.73,0,409.1,12.34,81.23,467.8,0.01367,0.008907,0.05969,0.08324,0.04715,0.1626
8.597,54.09,0,221.2,8.952,56.65,240.1,0.0,0.0,0.05847,0.0,0.0,0.07767
12.49,79.19,0,481.6,13.34,84.48,544.2,0.004473,0.006423,0.03834,0.01938,0.02784,0.04953
12.18,77.25,0,461.4,12.85,81.6,513.1,0.01123,0.005051,0.03212,0.04116,0.01852,0.05332
18.22,118.7,1,1027.0,21.84,140.9,1485.0,0.113,0.0795,0.1117,0.3853,0.1776,0.2763
9.042,60.07,0,244.5,10.06,68.62,297.1,0.1975,0.04908,0.1972,0.4609,0.1145,0.3748
12.43,78.6,0,477.3,12.9,81.76,515.9,0.01342,0.01699,0.03454,0.02237,0.02832,0.04712
10.25,66.52,0,324.2,11.28,71.53,390.4,0.06726,0.03965,0.1111,0.1898,0.09744,0.236
20.16,131.1,1,1274.0,23.06,150.2,1657.0,0.1155,0.07726,0.08564,0.2606,0.1425,0.1537
12.86,82.82,0,504.8,14.04,92.8,599.5,0.038,0.034,0.08834,0.1791,0.1155,0.2231
20.34,135.9,1,1264.0,25.3,171.1,1938.0,0.2565,0.1504,0.1875,0.5344,0.2685,0.4492
12.2,78.01,0,457.9,13.75,91.11,583.1,0.01994,0.01692,0.06545,0.1167,0.05556,0.1928
12.67,81.25,0,489.9,13.71,88.7,574.4,0.03193,0.02107,0.07664,0.102,0.05602,0.1212
14.11,90.03,0,616.5,15.53,98.4,749.9,0.01765,0.02733,0.05306,0.05307,0.0589,0.1109
12.03,76.09,0,446.0,13.07,82.74,523.4,0.001546,0.005592,0.03892,0.007732,0.02796,0.0739
16.27,106.9,1,813.7,19.28,129.8,1121.0,0.1478,0.08488,0.1319,0.3597,0.1583,0.2947
16.26,107.5,1,826.8,17.73,113.7,975.2,0.1799,0.07981,0.1283,0.3344,0.1047,0.2116
16.03,105.8,1,793.2,18.76,124.3,1070.0,0.1204,0.07041,0.1371,0.4956,0.1981,0.4478
12.98,84.52,0,514.0,14.42,99.21,634.3,0.07107,0.0295,0.1125,0.3439,0.09858,0.3253
11.22,71.94,0,387.3,11.98,76.91,436.1,0.005006,0.007583,0.06779,0.01335,0.02022,0.09669
11.25,71.38,0,390.0,12.76,82.08,492.7,0.0009737,0.002941,0.04458,0.005518,0.01667,0.09794
12.3,77.88,0,464.4,13.35,84.53,544.3,0.007756,0.008535,0.04202,0.03619,0.03983,0.09052
17.06,111.8,1,918.6,20.99,143.2,1362.0,0.1508,0.09934,0.1056,0.392,0.1827,0.2053
12.99,84.08,0,514.3,13.72,87.38,576.0,0.03738,0.02098,0.09965,0.145,0.0585,0.1975
18.77,122.9,1,1092.0,24.54,161.1,1873.0,0.106,0.0609,0.1402,0.4634,0.2048,0.4827
10.05,64.41,0,310.8,11.16,71.98,384.0,0.02511,0.01775,0.07326,0.1055,0.06499,0.1402
23.51,155.1,1,1747.0,30.67,202.4,2906.0,0.2308,0.141,0.1283,0.4819,0.2089,0.2678
14.42,94.15,0,641.2,16.67,111.4,862.1,0.08007,0.04223,0.1139,0.3755,0.1414,0.3371
9.606,61.64,0,280.5,10.75,71.25,353.6,0.08422,0.02292,0.09228,0.4341,0.0812,0.3416
11.06,71.49,0,373.9,11.92,79.76,440.0,0.05397,0.03341,0.09097,0.2299,0.1075,0.221
19.68,129.9,1,1194.0,22.75,157.6,1540.0,0.1863,0.1103,0.1339,0.4734,0.2255,0.3458
11.71,75.03,0,420.3,13.06,84.16,516.4,0.04006,0.0325,0.07281,0.1087,0.07864,0.1115
10.26,66.2,0,321.6,10.88,70.89,357.1,0.03581,0.02037,0.09159,0.07162,0.04074,0.1636
12.06,76.66,0,445.3,13.64,86.54,562.6,0.00751,0.008488,0.05794,0.04506,0.05093,0.1352
14.76,94.87,0,668.7,17.27,114.2,880.8,0.04608,0.03528,0.0778,0.2151,0.1251,0.2009
11.47,73.02,0,402.7,12.51,79.67,475.8,0.02587,0.02322,0.05886,0.09823,0.06548,0.112
11.95,77.23,0,426.7,12.81,83.09,496.2,0.01171,0.01787,0.1206,0.03122,0.04766,0.1885
11.66,73.7,0,421.0,13.28,83.61,542.5,0.008306,0.01162,0.0363,0.03046,0.04262,0.06476
15.75,107.1,1,758.6,17.36,119.4,915.3,0.2914,0.1242,0.2364,0.6872,0.2135,0.5046
25.73,174.2,1,2010.0,33.13,229.3,3234.0,0.3368,0.1913,0.2363,0.6451,0.2756,0.5937
15.08,98.0,1,716.6,18.51,121.2,1050.0,0.1235,0.06553,0.09769,0.4029,0.1526,0.2356
11.14,71.24,0,384.6,12.12,79.62,453.5,0.04505,0.01471,0.06064,0.1201,0.03922,0.1256
12.56,81.92,0,485.8,13.37,89.02,547.4,0.103,0.04391,0.1038,0.2388,0.09265,0.2002
13.05,85.09,0,512.0,14.19,94.22,591.2,0.09603,0.05603,0.1304,0.2573,0.1258,0.2658
13.87,88.52,0,593.7,15.11,96.74,694.4,0.01502,0.02088,0.05492,0.05285,0.05556,0.1008
8.878,56.74,0,241.0,9.981,65.27,302.0,0.04721,0.02381,0.07698,0.09441,0.04762,0.1248
9.436,59.82,0,278.6,12.02,75.79,439.6,0.0271,0.01406,0.05956,0.1144,0.05052,0.1049
12.54,79.42,0,491.9,13.72,86.82,585.7,0.001194,0.005449,0.0265,0.003581,0.01635,0.04327
13.3,85.24,0,546.1,14.2,92.94,621.2,0.03344,0.02424,0.06373,0.1212,0.05614,0.1667
12.76,81.87,0,496.6,13.75,87.82,579.7,0.02688,0.01781,0.07952,0.1255,0.08312,0.1839
16.5,106.6,0,838.1,18.13,117.2,1009.0,0.05862,0.04835,0.08468,0.1663,0.09123,0.1679
13.4,85.48,0,552.4,14.73,93.76,663.5,0.02181,0.01473,0.05696,0.1364,0.06987,0.1676
20.44,133.8,1,1293.0,24.31,161.2,1780.0,0.09799,0.07785,0.1131,0.2702,0.1765,0.2376
20.2,133.7,1,1234.0,24.19,160.0,1671.0,0.1641,0.1265,0.1669,0.3703,0.2152,0.3416
12.21,78.31,0,458.4,14.29,93.85,624.6,0.04392,0.02027,0.07175,0.2413,0.08829,0.217
21.71,140.9,1,1546.0,30.75,199.5,3143.0,0.1168,0.08465,0.08562,0.2861,0.182,0.1628
22.01,147.2,1,1482.0,27.66,195.0,2227.0,0.2448,0.1501,0.1954,0.4756,0.2432,0.3885
16.35,109.0,1,840.4,19.38,129.3,1165.0,0.1811,0.08773,0.1497,0.7087,0.2248,0.4665
15.19,97.65,0,711.8,16.2,104.5,819.1,0.03393,0.02657,0.06934,0.1362,0.08178,0.1737
21.37,141.3,1,1386.0,22.69,152.1,1535.0,0.1932,0.1255,0.1515,0.4024,0.1966,0.284
20.64,134.8,1,1335.0,25.37,166.8,1946.0,0.1527,0.08941,0.1076,0.4159,0.2112,0.3055
13.69,87.84,0,579.1,14.84,99.16,670.6,0.02556,0.02031,0.06374,0.1346,0.06987,0.2096
16.17,106.3,0,788.5,16.97,113.1,861.5,0.06651,0.05397,0.1438,0.2114,0.1251,0.255
10.57,70.15,0,338.3,10.85,76.51,351.9,0.228,0.05941,0.166,0.603,0.1465,0.3619
13.46,85.89,0,562.1,14.69,97.11,680.6,0.01271,0.01117,0.04726,0.07934,0.05781,0.1457
13.66,88.27,0,580.6,14.54,97.96,657.0,0.04249,0.02471,0.07548,0.2569,0.1054,0.3104
11.08,73.3,1,361.6,13.24,91.76,508.1,0.1689,0.06367,0.2154,0.8402,0.2524,0.9379
11.27,73.16,0,386.3,12.84,84.93,476.1,0.079,0.0555,0.1111,0.2247,0.1318,0.2429
11.04,70.67,0,372.7,12.09,79.73,447.1,0.03546,0.02074,0.07079,0.1553,0.06754,0.1982
12.05,78.75,0,447.8,12.57,87.36,488.4,0.07943,0.02978,0.1073,0.2912,0.1092,0.3214
12.39,80.64,0,462.9,14.18,95.23,600.5,0.05892,0.0288,0.1297,0.3206,0.09804,0.3593
13.28,85.79,0,541.8,14.24,96.59,623.7,0.05077,0.02864,0.08575,0.2866,0.09173,0.2685
14.6,93.97,1,664.7,15.79,102.2,758.2,0.0839,0.05271,0.06636,0.2675,0.1359,0.1581
12.21,78.78,0,462.0,13.13,87.65,529.9,0.06839,0.02534,0.07823,0.3076,0.0914,0.2431
13.88,88.37,0,596.6,15.51,99.66,745.3,0.02045,0.008507,0.04831,0.1091,0.04537,0.1233
11.27,73.38,0,392.0,12.04,79.73,450.0,0.1007,0.02757,0.1114,0.3021,0.08272,0.2809
19.55,128.9,1,1174.0,20.82,142.0,1313.0,0.1856,0.1021,0.1318,0.3829,0.1825,0.2414
10.26,65.75,0,321.6,11.38,73.23,394.5,0.01923,0.01968,0.07542,0.08615,0.06696,0.165
8.734,55.27,0,234.3,10.17,64.01,317.0,0.0,0.0,0.07428,0.0,0.0,0.131
15.49,102.4,1,744.7,21.2,142.1,1359.0,0.1891,0.09113,0.1562,0.5553,0.2121,0.3913
21.61,144.4,1,1407.0,26.23,172.0,2081.0,0.281,0.1562,0.2087,0.7053,0.2422,0.5717
12.1,78.07,0,446.2,13.56,88.33,559.5,0.04783,0.03326,0.09758,0.1603,0.06266,0.1773
14.06,89.75,0,609.1,14.92,96.42,684.5,0.02681,0.03251,0.05361,0.0846,0.07911,0.1231
13.51,88.1,0,558.1,14.8,97.33,675.2,0.0858,0.05381,0.1147,0.3438,0.1453,0.257
12.8,83.05,0,508.3,13.74,90.72,591.0,0.0739,0.04083,0.08895,0.1901,0.08296,0.1812
11.06,70.31,0,378.2,12.68,80.79,496.7,0.02712,0.007246,0.04768,0.2079,0.05556,0.1879
11.8,75.26,0,431.9,13.45,86.0,562.0,0.02853,0.01638,0.06232,0.1449,0.05356,0.1726
17.91,124.4,1,994.0,20.8,149.6,1304.0,0.3189,0.1198,0.2576,0.9034,0.1964,0.5917
11.93,76.14,0,442.7,13.8,87.64,589.5,0.02606,0.01796,0.05242,0.1514,0.06876,0.1575
12.96,84.18,0,525.2,14.13,96.31,621.9,0.04057,0.01883,0.07899,0.1604,0.06608,0.2318
12.94,83.18,0,507.6,13.86,89.69,580.9,0.03296,0.0239,0.08836,0.181,0.08388,0.1958
12.34,78.29,0,469.1,13.18,84.11,533.1,0.02109,0.02054,0.04571,0.04921,0.04793,0.06744
10.94,70.39,0,370.0,12.4,82.76,472.4,0.04944,0.02932,0.0746,0.1412,0.07887,0.1644
16.14,104.3,0,800.0,17.71,115.9,947.9,0.055,0.04528,0.08501,0.231,0.1129,0.1722
12.85,82.63,0,514.5,14.4,91.63,645.8,0.06126,0.01867,0.08316,0.1838,0.05601,0.1936
17.99,117.8,1,991.7,21.08,138.1,1349.0,0.1201,0.08824,0.1304,0.3301,0.1974,0.3735
12.27,78.41,0,466.1,14.1,89.0,610.2,0.03211,0.02653,0.06526,0.1377,0.09532,0.1795
11.36,72.49,0,399.8,13.05,85.07,521.3,0.02783,0.021,0.05313,0.1811,0.08698,0.1622
11.04,70.92,0,373.2,12.41,79.93,471.4,0.03046,0.0248,0.07804,0.1067,0.07431,0.1482
9.397,59.75,0,268.8,9.965,66.61,301.0,0.03735,0.005128,0.06053,0.1868,0.02564,0.1887
14.99,97.53,0,693.7,16.76,110.2,867.1,0.06859,0.03876,0.1025,0.3114,0.1308,0.3345
15.13,96.71,1,719.5,17.26,110.1,931.4,0.04686,0.02739,0.04605,0.1547,0.06575,0.09866
11.89,76.39,0,433.8,13.05,85.09,522.9,0.02555,0.02179,0.0812,0.1164,0.08263,0.2187
9.405,59.6,0,271.2,10.85,68.73,359.4,0.02047,0.01257,0.06159,0.06141,0.0377,0.1193
15.5,102.9,1,803.1,23.17,157.1,1748.0,0.1522,0.08481,0.1571,0.4211,0.2134,0.4002
12.7,80.88,0,495.0,13.65,88.12,566.9,0.0236,0.02402,0.05794,0.09385,0.08224,0.1607
11.16,70.95,0,380.3,12.36,79.26,458.0,0.008955,0.01076,0.05978,0.03582,0.04306,0.1108
11.57,74.2,0,409.7,13.07,86.43,520.5,0.05485,0.01428,0.07722,0.256,0.06664,0.1937
14.69,98.22,0,656.1,16.46,114.1,809.2,0.145,0.063,0.1836,0.3219,0.1108,0.3635
11.61,75.46,0,408.2,12.64,81.93,475.7,0.07097,0.04497,0.1168,0.2302,0.1105,0.217
13.66,89.46,0,575.3,15.14,101.4,708.8,0.09657,0.04812,0.1147,0.366,0.1407,0.3167
9.742,61.93,0,289.7,11.21,71.79,380.9,0.008934,0.01967,0.08333,0.02085,0.04589,0.1352
10.03,63.19,0,307.3,11.11,69.92,376.3,0.00247,0.005159,0.03912,0.01235,0.02579,0.07094
10.48,67.49,0,333.6,12.13,81.41,440.4,0.06335,0.02218,0.1013,0.2939,0.0931,0.2996
10.8,68.79,0,359.9,12.76,83.69,489.5,0.03614,0.01404,0.05743,0.1927,0.07485,0.1696
11.13,70.47,0,381.1,11.68,74.35,421.1,0.01369,0.0137,0.03834,0.0458,0.04044,0.06219
12.72,80.98,0,501.3,13.82,88.87,586.8,0.01402,0.01835,0.04522,0.03469,0.03612,0.09605
14.9,102.1,1,685.0,16.35,125.4,832.7,0.2733,0.09711,0.2225,0.9019,0.2475,0.709
12.4,81.47,0,467.8,12.88,89.61,515.8,0.07741,0.02799,0.1316,0.2403,0.0737,0.2629
20.18,133.8,1,1250.0,22.03,146.0,1479.0,0.2133,0.1259,0.1489,0.5308,0.2173,0.2942
18.82,123.7,1,1110.0,22.66,145.3,1603.0,0.1594,0.08744,0.1389,0.3912,0.1708,0.3463
14.86,94.89,0,673.7,16.31,102.3,777.5,0.03346,0.02877,0.07074,0.122,0.07971,0.155
13.98,91.12,1,599.5,17.04,113.9,869.3,0.1126,0.06463,0.1133,0.4069,0.1827,0.3568
12.87,82.67,0,509.2,14.45,95.14,626.9,0.01797,0.0209,0.07883,0.07127,0.06384,0.1652
14.04,89.78,0,611.2,15.66,101.2,750.0,0.03534,0.02944,0.05895,0.1117,0.07453,0.1252
13.85,88.68,0,592.6,15.63,100.9,749.1,0.01342,0.02293,0.0633,0.04753,0.0589,0.1141
14.02,89.59,0,606.5,14.91,96.53,688.9,0.02087,0.02652,0.05581,0.0626,0.08216,0.1017
10.97,71.73,0,371.5,12.36,90.14,476.4,0.09457,0.03613,0.1113,0.4779,0.1555,0.4082
17.27,112.4,1,928.8,20.38,132.8,1284.0,0.1204,0.05736,0.1109,0.5036,0.1739,0.4122
13.78,88.37,0,585.9,15.27,97.9,706.6,0.01055,0.009937,0.06718,0.03517,0.03312,0.1071
10.57,66.82,0,340.9,10.94,69.35,366.3,0.01993,0.01111,0.04462,0.03986,0.02222,0.06542
18.03,117.5,1,990.0,20.38,133.3,1292.0,0.109,0.06254,0.1232,0.429,0.1535,0.2666
11.99,77.61,0,441.3,12.98,84.48,513.9,0.05441,0.04274,0.09218,0.1609,0.1202,0.1822
17.75,117.3,1,981.6,21.53,145.4,1437.0,0.1698,0.08293,0.1314,0.6399,0.197,0.3762
14.8,95.88,0,674.8,16.43,105.9,829.5,0.04069,0.0226,0.0889,0.206,0.08308,0.1881
14.53,94.25,0,659.7,16.3,108.1,830.5,0.08817,0.02925,0.078,0.3779,0.09594,0.2649
21.1,138.1,1,1384.0,25.68,168.2,2022.0,0.1572,0.1155,0.1175,0.4399,0.228,0.3101
11.87,76.83,0,432.0,12.79,83.51,507.2,0.08777,0.02386,0.1064,0.3218,0.0875,0.3399
19.59,127.7,1,1191.0,21.44,139.8,1421.0,0.1655,0.09063,0.09871,0.3977,0.1466,0.1845
12.0,76.77,0,442.5,13.09,85.07,523.7,0.04055,0.01945,0.0645,0.1811,0.07116,0.1856
14.53,93.86,0,644.2,15.8,103.1,749.9,0.06895,0.06495,0.09242,0.1373,0.1069,0.1478
12.62,80.62,0,492.9,14.34,91.62,633.5,0.02966,0.02272,0.0543,0.1887,0.09851,0.1517
13.38,86.34,0,557.2,15.05,96.69,705.6,0.02819,0.03264,0.07426,0.07003,0.07763,0.1421
11.63,74.87,0,415.1,13.12,86.04,527.8,0.0716,0.02017,0.08574,0.2923,0.06835,0.2031
13.21,84.1,0,537.9,14.35,91.29,632.9,0.02772,0.02068,0.05205,0.139,0.06005,0.1063
13.0,82.61,0,520.2,14.34,91.06,628.5,0.01206,0.01762,0.05073,0.04462,0.05921,0.1093
9.755,61.68,0,290.9,10.67,68.03,349.9,0.01541,0.01043,0.04626,0.0719,0.04866,0.1109
17.08,111.2,1,930.9,22.96,152.1,1648.0,0.1007,0.06431,0.111,0.2639,0.1555,0.2444
27.42,186.9,1,2501.0,36.04,251.2,4254.0,0.3635,0.1689,0.1988,0.6833,0.2625,0.4256
14.4,92.25,0,646.1,15.4,100.4,734.6,0.03476,0.01737,0.05223,0.1472,0.05563,0.146
11.6,73.88,0,412.7,12.77,82.68,495.1,0.03367,0.01777,0.05855,0.186,0.08288,0.1808
13.17,84.28,0,537.3,14.9,95.1,687.6,0.04859,0.0287,0.05994,0.1876,0.1045,0.1965
13.24,86.87,0,542.9,15.44,115.0,733.5,0.101,0.02833,0.1223,0.6556,0.1357,0.5646
13.14,85.98,0,536.9,14.8,100.9,689.1,0.1085,0.0351,0.1089,0.4504,0.1181,0.3549
9.668,61.06,0,286.3,11.15,71.11,380.2,0.01479,0.005769,0.05428,0.06409,0.025,0.1255
17.6,119.0,1,980.5,21.57,143.6,1437.0,0.2136,0.1002,0.2004,0.5165,0.1996,0.4785
11.62,76.38,0,408.8,13.36,88.14,528.1,0.102,0.05564,0.1483,0.3186,0.1416,0.2878
9.667,61.49,0,289.1,11.14,70.88,385.2,0.02948,0.01514,0.06258,0.1277,0.0656,0.1542
12.04,76.85,0,449.9,13.6,87.24,567.6,0.02367,0.02377,0.06,0.05524,0.05547,0.09726
14.92,96.45,0,686.9,17.18,112.0,906.6,0.05539,0.03221,0.08549,0.3151,0.1147,0.2791
12.27,77.42,0,465.4,13.45,85.08,558.9,0.0,0.0,0.03398,0.0,0.0,0.05213
10.88,70.41,0,358.9,11.94,80.78,433.1,0.05115,0.01571,0.1069,0.3365,0.07966,0.3898
12.83,82.89,0,506.9,14.09,93.22,605.8,0.05835,0.03078,0.08269,0.3476,0.09783,0.261
14.2,92.41,0,618.4,16.45,112.1,828.5,0.05063,0.03058,0.1108,0.2512,0.1339,0.3429
13.9,88.97,0,599.4,15.14,101.2,718.9,0.02224,0.01339,0.05319,0.1384,0.06222,0.2006
11.49,73.99,0,404.9,12.4,82.04,467.6,0.05308,0.01969,0.08228,0.2596,0.07431,0.201
16.25,109.8,1,815.8,17.39,122.1,939.7,0.2236,0.09194,0.1893,0.5897,0.1775,0.4462
12.16,78.29,0,455.3,13.34,88.83,547.4,0.02916,0.01527,0.07838,0.162,0.0569,0.2279
13.9,88.73,0,602.9,16.41,104.4,830.5,0.02995,0.0207,0.05326,0.1673,0.0815,0.1415
13.47,87.32,0,546.3,14.83,94.94,660.2,0.05786,0.05266,0.1155,0.1848,0.1335,0.2499
13.7,87.76,0,571.1,14.96,95.78,686.5,0.04548,0.0316,0.07957,0.1742,0.09077,0.1346
15.73,102.8,0,747.2,17.01,112.5,854.3,0.1191,0.06211,0.1299,0.4004,0.1452,0.2979
12.45,82.85,0,476.7,13.78,97.82,580.6,0.1544,0.04846,0.1511,0.4896,0.1342,0.4061
14.64,94.21,0,666.0,16.46,106.0,831.0,0.05192,0.02791,0.06698,0.2437,0.07828,0.207
19.44,128.1,1,1167.0,23.96,153.9,1740.0,0.2256,0.1194,0.1448,0.5936,0.206,0.3725
11.68,75.49,0,420.5,13.32,86.57,549.8,0.04279,0.03132,0.09263,0.149,0.09815,0.1477
16.69,107.1,1,857.6,19.18,127.3,1084.0,0.03649,0.02307,0.07112,0.2477,0.08737,0.292
12.25,78.18,0,466.5,14.17,92.74,622.9,0.01714,0.01261,0.052,0.123,0.06335,0.1804
17.85,114.6,0,992.1,19.82,127.1,1210.0,0.04445,0.04178,0.06217,0.1048,0.08341,0.09976
18.01,118.4,1,1007.0,21.53,143.4,1426.0,0.117,0.07762,0.1289,0.2544,0.1489,0.2327
12.46,78.83,0,477.3,13.19,83.24,534.0,0.007173,0.01149,0.04043,0.01674,0.0268,0.06477
